home,visitor,game_date,Schedule Type,League
Colorado Avalanche,Vegas Golden Knights,2021-02-22,Planned,NHL
New Jersey Devils,Buffalo Sabres,2021-02-22,Planned,NHL
Vancouver Canucks,Edmonton Oilers,2021-02-23,Planned,NHL
Detroit Red Wings,Nashville Predators,2021-02-23,Planned,NHL
Columbus Blue Jackets,Chicago Blackhawks,2021-02-23,Planned,NHL
Washington Capitals,Pittsburgh Penguins,2021-02-23,Planned,NHL
New Jersey Devils,New York Islanders,2021-02-23,Planned,NHL
Ottawa Senators,Montreal Canadiens,2021-02-23,Planned,NHL
Philadelphia Flyers,New York Rangers,2021-02-24,Planned,NHL
Toronto Maple Leafs,Calgary Flames,2021-02-24,Planned,NHL
Tampa Bay Lightning,Carolina Hurricanes,2021-02-24,Planned,NHL
St. Louis Blues,Los Angeles Kings,2021-02-24,Planned,NHL
Florida Panthers,Dallas Stars,2021-02-24,Planned,NHL
Arizona Coyotes,Anaheim Ducks,2021-02-24,Planned,NHL
Washington Capitals,Pittsburgh Penguins,2021-02-25,Planned,NHL
Winnipeg Jets,Montreal Canadiens,2021-02-25,Planned,NHL
Vancouver Canucks,Edmonton Oilers,2021-02-25,Planned,NHL
Tampa Bay Lightning,Carolina Hurricanes,2021-02-25,Planned,NHL
Ottawa Senators,Calgary Flames,2021-02-25,Planned,NHL
New York Islanders,Boston Bruins,2021-02-25,Planned,NHL
Florida Panthers,Dallas Stars,2021-02-25,Planned,NHL
Detroit Red Wings,Nashville Predators,2021-02-25,Planned,NHL
Columbus Blue Jackets,Chicago Blackhawks,2021-02-25,Planned,NHL
Arizona Coyotes,Colorado Avalanche,2021-02-25,Planned,NHL
Buffalo Sabres,Philadelphia Flyers,2021-02-26,Planned,NHL
Minnesota Wild,Los Angeles Kings,2021-02-26,Planned,NHL
New York Rangers,Boston Bruins,2021-02-26,Planned,NHL
Anaheim Ducks,Vegas Golden Knights,2021-02-27,Planned,NHL
Arizona Coyotes,Colorado Avalanche,2021-02-27,Planned,NHL
Chicago Blackhawks,Detroit Red Wings,2021-02-27,Planned,NHL
Nashville Predators,Columbus Blue Jackets,2021-02-27,Planned,NHL
Edmonton Oilers,Toronto Maple Leafs,2021-02-27,Planned,NHL
New York Islanders,Pittsburgh Penguins,2021-02-27,Planned,NHL
Tampa Bay Lightning,Dallas Stars,2021-02-27,Planned,NHL
New Jersey Devils,Washington Capitals,2021-02-27,Planned,NHL
Florida Panthers,Carolina Hurricanes,2021-02-27,Planned,NHL
Ottawa Senators,Calgary Flames,2021-02-27,Planned,NHL
San Jose Sharks,St. Louis Blues,2021-02-27,Planned,NHL
Winnipeg Jets,Montreal Canadiens,2021-02-27,Planned,NHL
Minnesota Wild,Los Angeles Kings,2021-02-27,Planned,NHL
New York Islanders,Pittsburgh Penguins,2021-02-28,Planned,NHL
Nashville Predators,Columbus Blue Jackets,2021-02-28,Planned,NHL
Chicago Blackhawks,Detroit Red Wings,2021-02-28,Planned,NHL
New York Rangers,Boston Bruins,2021-02-28,Planned,NHL
Buffalo Sabres,Philadelphia Flyers,2021-02-28,Planned,NHL
New Jersey Devils,Washington Capitals,2021-03-01,Planned,NHL
Edmonton Oilers,Toronto Maple Leafs,2021-03-01,Planned,NHL
Tampa Bay Lightning,Dallas Stars,2021-03-01,Planned,NHL
Ottawa Senators,Calgary Flames,2021-03-01,Planned,NHL
San Jose Sharks,Colorado Avalanche,2021-03-01,Planned,NHL
Vegas Golden Knights,Minnesota Wild,2021-03-01,Planned,NHL
Winnipeg Jets,Vancouver Canucks,2021-03-01,Planned,NHL
Florida Panthers,Carolina Hurricanes,2021-03-01,Planned,NHL
Anaheim Ducks,St. Louis Blues,2021-03-01,Planned,NHL
New York Rangers,Buffalo Sabres,2021-03-02,Planned,NHL
Pittsburgh Penguins,Philadelphia Flyers,2021-03-02,Planned,NHL
Winnipeg Jets,Vancouver Canucks,2021-03-02,Planned,NHL
Columbus Blue Jackets,Detroit Red Wings,2021-03-02,Planned,NHL
Montreal Canadiens,Ottawa Senators,2021-03-02,Planned,NHL
Vegas Golden Knights,Minnesota Wild,2021-03-03,Planned,NHL
San Jose Sharks,Colorado Avalanche,2021-03-03,Planned,NHL
Edmonton Oilers,Toronto Maple Leafs,2021-03-03,Planned,NHL
Boston Bruins,Washington Capitals,2021-03-03,Planned,NHL
Anaheim Ducks,St. Louis Blues,2021-03-03,Planned,NHL
New York Rangers,New Jersey Devils,2021-03-04,Planned,NHL
Pittsburgh Penguins,Philadelphia Flyers,2021-03-04,Planned,NHL
Carolina Hurricanes,Detroit Red Wings,2021-03-04,Planned,NHL
Calgary Flames,Ottawa Senators,2021-03-04,Planned,NHL
Chicago Blackhawks,Tampa Bay Lightning,2021-03-04,Planned,NHL
Dallas Stars,Columbus Blue Jackets,2021-03-04,Planned,NHL
Montreal Canadiens,Winnipeg Jets,2021-03-04,Planned,NHL
Nashville Predators,Florida Panthers,2021-03-04,Planned,NHL
Vancouver Canucks,Toronto Maple Leafs,2021-03-04,Planned,NHL
Colorado Avalanche,Anaheim Ducks,2021-03-05,Planned,NHL
New Jersey Devils,New York Rangers,2021-03-05,Planned,NHL
Arizona Coyotes,Minnesota Wild,2021-03-05,Planned,NHL
San Jose Sharks,Vegas Golden Knights,2021-03-05,Planned,NHL
Los Angeles Kings,St. Louis Blues,2021-03-05,Planned,NHL
New York Islanders,Buffalo Sabres,2021-03-05,Planned,NHL
Chicago Blackhawks,Tampa Bay Lightning,2021-03-05,Planned,NHL
Boston Bruins,Washington Capitals,2021-03-05,Planned,NHL
Nashville Predators,Florida Panthers,2021-03-06,Planned,NHL
Colorado Avalanche,Anaheim Ducks,2021-03-06,Planned,NHL
Dallas Stars,Columbus Blue Jackets,2021-03-06,Planned,NHL
Edmonton Oilers,Calgary Flames,2021-03-06,Planned,NHL
Montreal Canadiens,Winnipeg Jets,2021-03-06,Planned,NHL
Vancouver Canucks,Toronto Maple Leafs,2021-03-06,Planned,NHL
San Jose Sharks,Vegas Golden Knights,2021-03-06,Planned,NHL
Arizona Coyotes,Minnesota Wild,2021-03-06,Planned,NHL
Los Angeles Kings,St. Louis Blues,2021-03-06,Planned,NHL
Washington Capitals,New Jersey Devils,2021-03-07,Planned,NHL
Boston Bruins,Philadelphia Flyers,2021-03-07,Planned,NHL
Chicago Blackhawks,Tampa Bay Lightning,2021-03-07,Planned,NHL
New York Islanders,Buffalo Sabres,2021-03-07,Planned,NHL
Calgary Flames,Ottawa Senators,2021-03-07,Planned,NHL
Pittsburgh Penguins,New York Rangers,2021-03-07,Planned,NHL
Colorado Avalanche,Arizona Coyotes,2021-03-08,Planned,NHL
Vancouver Canucks,Montreal Canadiens,2021-03-08,Planned,NHL
San Jose Sharks,St. Louis Blues,2021-03-08,Planned,NHL
Minnesota Wild,Vegas Golden Knights,2021-03-08,Planned,NHL
Edmonton Oilers,Ottawa Senators,2021-03-08,Planned,NHL
Anaheim Ducks,Los Angeles Kings,2021-03-08,Planned,NHL
Toronto Maple Leafs,Winnipeg Jets,2021-03-09,Planned,NHL
Pittsburgh Penguins,New York Rangers,2021-03-09,Planned,NHL
Columbus Blue Jackets,Florida Panthers,2021-03-09,Planned,NHL
New York Islanders,Boston Bruins,2021-03-09,Planned,NHL
Detroit Red Wings,Tampa Bay Lightning,2021-03-09,Planned,NHL
Dallas Stars,Chicago Blackhawks,2021-03-09,Planned,NHL
Carolina Hurricanes,Nashville Predators,2021-03-09,Planned,NHL
Philadelphia Flyers,Buffalo Sabres,2021-03-09,Planned,NHL
Washington Capitals,New Jersey Devils,2021-03-09,Planned,NHL
Anaheim Ducks,Los Angeles Kings,2021-03-10,Planned,NHL
Colorado Avalanche,Arizona Coyotes,2021-03-10,Planned,NHL
Edmonton Oilers,Ottawa Senators,2021-03-10,Planned,NHL
Minnesota Wild,Vegas Golden Knights,2021-03-10,Planned,NHL
Vancouver Canucks,Montreal Canadiens,2021-03-10,Planned,NHL
Columbus Blue Jackets,Florida Panthers,2021-03-11,Planned,NHL
Philadelphia Flyers,Washington Capitals,2021-03-11,Planned,NHL
New York Islanders,New Jersey Devils,2021-03-11,Planned,NHL
Detroit Red Wings,Tampa Bay Lightning,2021-03-11,Planned,NHL
Dallas Stars,Chicago Blackhawks,2021-03-11,Planned,NHL
Calgary Flames,Montreal Canadiens,2021-03-11,Planned,NHL
Toronto Maple Leafs,Winnipeg Jets,2021-03-11,Planned,NHL
Carolina Hurricanes,Nashville Predators,2021-03-11,Planned,NHL
Buffalo Sabres,Pittsburgh Penguins,2021-03-11,Planned,NHL
Boston Bruins,New York Rangers,2021-03-11,Planned,NHL
Edmonton Oilers,Ottawa Senators,2021-03-12,Planned,NHL
Minnesota Wild,Arizona Coyotes,2021-03-12,Planned,NHL
Colorado Avalanche,Los Angeles Kings,2021-03-12,Planned,NHL
St. Louis Blues,Vegas Golden Knights,2021-03-12,Planned,NHL
Anaheim Ducks,San Jose Sharks,2021-03-12,Planned,NHL
Anaheim Ducks,San Jose Sharks,2021-03-13,Planned,NHL
Philadelphia Flyers,Washington Capitals,2021-03-13,Planned,NHL
Vancouver Canucks,Edmonton Oilers,2021-03-13,Planned,NHL
Toronto Maple Leafs,Winnipeg Jets,2021-03-13,Planned,NHL
Tampa Bay Lightning,Nashville Predators,2021-03-13,Planned,NHL
St. Louis Blues,Vegas Golden Knights,2021-03-13,Planned,NHL
New Jersey Devils,New York Islanders,2021-03-13,Planned,NHL
Florida Panthers,Chicago Blackhawks,2021-03-13,Planned,NHL
Calgary Flames,Montreal Canadiens,2021-03-13,Planned,NHL
Columbus Blue Jackets,Dallas Stars,2021-03-13,Planned,NHL
Buffalo Sabres,Pittsburgh Penguins,2021-03-13,Planned,NHL
Boston Bruins,New York Rangers,2021-03-13,Planned,NHL
Detroit Red Wings,Carolina Hurricanes,2021-03-14,Planned,NHL
Colorado Avalanche,Los Angeles Kings,2021-03-14,Planned,NHL
Minnesota Wild,Arizona Coyotes,2021-03-14,Planned,NHL
Ottawa Senators,Toronto Maple Leafs,2021-03-14,Planned,NHL
Washington Capitals,New York Islanders,2021-03-15,Planned,NHL
Ottawa Senators,Vancouver Canucks,2021-03-15,Planned,NHL
Winnipeg Jets,Montreal Canadiens,2021-03-15,Planned,NHL
Vegas Golden Knights,San Jose Sharks,2021-03-15,Planned,NHL
Tampa Bay Lightning,Nashville Predators,2021-03-15,Planned,NHL
Pittsburgh Penguins,Boston Bruins,2021-03-15,Planned,NHL
New York Rangers,Philadelphia Flyers,2021-03-15,Planned,NHL
Florida Panthers,Chicago Blackhawks,2021-03-15,Planned,NHL
Calgary Flames,Edmonton Oilers,2021-03-15,Planned,NHL
Columbus Blue Jackets,Dallas Stars,2021-03-15,Planned,NHL
Detroit Red Wings,Carolina Hurricanes,2021-03-16,Planned,NHL
New Jersey Devils,Buffalo Sabres,2021-03-16,Planned,NHL
Pittsburgh Penguins,Boston Bruins,2021-03-16,Planned,NHL
Washington Capitals,New York Islanders,2021-03-16,Planned,NHL
Anaheim Ducks,Arizona Coyotes,2021-03-16,Planned,NHL
Tampa Bay Lightning,Florida Panthers,2021-03-16,Planned,NHL
New York Rangers,Philadelphia Flyers,2021-03-17,Planned,NHL
Calgary Flames,Edmonton Oilers,2021-03-17,Planned,NHL
Ottawa Senators,Vancouver Canucks,2021-03-17,Planned,NHL
Vegas Golden Knights,San Jose Sharks,2021-03-17,Planned,NHL
Winnipeg Jets,Montreal Canadiens,2021-03-17,Planned,NHL
Los Angeles Kings,St. Louis Blues,2021-03-17,Planned,NHL
Edmonton Oilers,Winnipeg Jets,2021-03-18,Planned,NHL
Tampa Bay Lightning,Chicago Blackhawks,2021-03-18,Planned,NHL
New York Islanders,Philadelphia Flyers,2021-03-18,Planned,NHL
Anaheim Ducks,Arizona Coyotes,2021-03-18,Planned,NHL
Florida Panthers,Nashville Predators,2021-03-18,Planned,NHL
Buffalo Sabres,Boston Bruins,2021-03-18,Planned,NHL
Carolina Hurricanes,Columbus Blue Jackets,2021-03-18,Planned,NHL
Detroit Red Wings,Dallas Stars,2021-03-18,Planned,NHL
Colorado Avalanche,Minnesota Wild,2021-03-18,Planned,NHL
San Jose Sharks,St. Louis Blues,2021-03-19,Planned,NHL
New Jersey Devils,Pittsburgh Penguins,2021-03-19,Planned,NHL
Los Angeles Kings,Vegas Golden Knights,2021-03-19,Planned,NHL
Montreal Canadiens,Vancouver Canucks,2021-03-19,Planned,NHL
Toronto Maple Leafs,Calgary Flames,2021-03-19,Planned,NHL
Washington Capitals,New York Rangers,2021-03-19,Planned,NHL
Buffalo Sabres,Boston Bruins,2021-03-20,Planned,NHL
San Jose Sharks,St. Louis Blues,2021-03-20,Planned,NHL
New York Islanders,Philadelphia Flyers,2021-03-20,Planned,NHL
Montreal Canadiens,Vancouver Canucks,2021-03-20,Planned,NHL
Florida Panthers,Nashville Predators,2021-03-20,Planned,NHL
Edmonton Oilers,Winnipeg Jets,2021-03-20,Planned,NHL
Detroit Red Wings,Dallas Stars,2021-03-20,Planned,NHL
Tampa Bay Lightning,Chicago Blackhawks,2021-03-20,Planned,NHL
Colorado Avalanche,Minnesota Wild,2021-03-20,Planned,NHL
Carolina Hurricanes,Columbus Blue Jackets,2021-03-20,Planned,NHL
Toronto Maple Leafs,Calgary Flames,2021-03-20,Planned,NHL
Los Angeles Kings,Vegas Golden Knights,2021-03-21,Planned,NHL
New Jersey Devils,Pittsburgh Penguins,2021-03-21,Planned,NHL
Montreal Canadiens,Edmonton Oilers,2021-03-22,Planned,NHL
Columbus Blue Jackets,Carolina Hurricanes,2021-03-22,Planned,NHL
Minnesota Wild,Anaheim Ducks,2021-03-22,Planned,NHL
Vancouver Canucks,Winnipeg Jets,2021-03-22,Planned,NHL
San Jose Sharks,Los Angeles Kings,2021-03-22,Planned,NHL
Arizona Coyotes,Colorado Avalanche,2021-03-22,Planned,NHL
Ottawa Senators,Calgary Flames,2021-03-22,Planned,NHL
New York Rangers,Buffalo Sabres,2021-03-22,Planned,NHL
Philadelphia Flyers,New Jersey Devils,2021-03-23,Planned,NHL
Nashville Predators,Detroit Red Wings,2021-03-23,Planned,NHL
Dallas Stars,Tampa Bay Lightning,2021-03-23,Planned,NHL
Chicago Blackhawks,Florida Panthers,2021-03-23,Planned,NHL
Boston Bruins,New York Islanders,2021-03-23,Planned,NHL
Arizona Coyotes,Colorado Avalanche,2021-03-23,Planned,NHL
Minnesota Wild,Anaheim Ducks,2021-03-24,Planned,NHL
San Jose Sharks,Los Angeles Kings,2021-03-24,Planned,NHL
Vancouver Canucks,Winnipeg Jets,2021-03-24,Planned,NHL
Ottawa Senators,Calgary Flames,2021-03-24,Planned,NHL
Pittsburgh Penguins,Buffalo Sabres,2021-03-24,Planned,NHL
Columbus Blue Jackets,Carolina Hurricanes,2021-03-25,Planned,NHL
Boston Bruins,New York Islanders,2021-03-25,Planned,NHL
Chicago Blackhawks,Florida Panthers,2021-03-25,Planned,NHL
Colorado Avalanche,Vegas Golden Knights,2021-03-25,Planned,NHL
Dallas Stars,Tampa Bay Lightning,2021-03-25,Planned,NHL
Nashville Predators,Detroit Red Wings,2021-03-25,Planned,NHL
Ottawa Senators,Toronto Maple Leafs,2021-03-25,Planned,NHL
Philadelphia Flyers,New York Rangers,2021-03-25,Planned,NHL
Washington Capitals,New Jersey Devils,2021-03-25,Planned,NHL
Washington Capitals,New Jersey Devils,2021-03-26,Planned,NHL
Calgary Flames,Winnipeg Jets,2021-03-26,Planned,NHL
Arizona Coyotes,San Jose Sharks,2021-03-26,Planned,NHL
Pittsburgh Penguins,Buffalo Sabres,2021-03-26,Planned,NHL
St. Louis Blues,Anaheim Ducks,2021-03-26,Planned,NHL
St. Louis Blues,Anaheim Ducks,2021-03-27,Planned,NHL
Colorado Avalanche,Vegas Golden Knights,2021-03-27,Planned,NHL
Arizona Coyotes,San Jose Sharks,2021-03-27,Planned,NHL
Carolina Hurricanes,Tampa Bay Lightning,2021-03-27,Planned,NHL
Calgary Flames,Winnipeg Jets,2021-03-27,Planned,NHL
Chicago Blackhawks,Nashville Predators,2021-03-27,Planned,NHL
Dallas Stars,Florida Panthers,2021-03-27,Planned,NHL
Detroit Red Wings,Columbus Blue Jackets,2021-03-27,Planned,NHL
Philadelphia Flyers,New York Rangers,2021-03-27,Planned,NHL
Toronto Maple Leafs,Edmonton Oilers,2021-03-27,Planned,NHL
Detroit Red Wings,Columbus Blue Jackets,2021-03-28,Planned,NHL
Chicago Blackhawks,Nashville Predators,2021-03-28,Planned,NHL
Washington Capitals,New York Rangers,2021-03-28,Planned,NHL
Boston Bruins,New Jersey Devils,2021-03-28,Planned,NHL
Dallas Stars,Florida Panthers,2021-03-28,Planned,NHL
Pittsburgh Penguins,New York Islanders,2021-03-29,Planned,NHL
Vegas Golden Knights,Los Angeles Kings,2021-03-29,Planned,NHL
Toronto Maple Leafs,Edmonton Oilers,2021-03-29,Planned,NHL
San Jose Sharks,Minnesota Wild,2021-03-29,Planned,NHL
Colorado Avalanche,Anaheim Ducks,2021-03-29,Planned,NHL
Calgary Flames,Winnipeg Jets,2021-03-29,Planned,NHL
Buffalo Sabres,Philadelphia Flyers,2021-03-29,Planned,NHL
Chicago Blackhawks,Carolina Hurricanes,2021-03-30,Planned,NHL
New York Rangers,Washington Capitals,2021-03-30,Planned,NHL
Tampa Bay Lightning,Columbus Blue Jackets,2021-03-30,Planned,NHL
Buffalo Sabres,Philadelphia Flyers,2021-03-30,Planned,NHL
Pittsburgh Penguins,New York Islanders,2021-03-30,Planned,NHL
Boston Bruins,New Jersey Devils,2021-03-30,Planned,NHL
Montreal Canadiens,Ottawa Senators,2021-03-30,Planned,NHL
Florida Panthers,Detroit Red Wings,2021-03-30,Planned,NHL
Nashville Predators,Dallas Stars,2021-03-30,Planned,NHL
Colorado Avalanche,Anaheim Ducks,2021-03-31,Planned,NHL
Winnipeg Jets,Toronto Maple Leafs,2021-03-31,Planned,NHL
Vegas Golden Knights,Los Angeles Kings,2021-03-31,Planned,NHL
San Jose Sharks,Minnesota Wild,2021-03-31,Planned,NHL
Colorado Avalanche,Arizona Coyotes,2021-03-31,Planned,NHL
Vegas Golden Knights,Minnesota Wild,2021-04-01,Planned,NHL
Buffalo Sabres,New York Rangers,2021-04-01,Planned,NHL
Boston Bruins,Pittsburgh Penguins,2021-04-01,Planned,NHL
New Jersey Devils,Philadelphia Flyers,2021-04-01,Planned,NHL
Nashville Predators,Dallas Stars,2021-04-01,Planned,NHL
New York Islanders,Washington Capitals,2021-04-01,Planned,NHL
Florida Panthers,Detroit Red Wings,2021-04-01,Planned,NHL
Ottawa Senators,Montreal Canadiens,2021-04-01,Planned,NHL
Chicago Blackhawks,Carolina Hurricanes,2021-04-01,Planned,NHL
Tampa Bay Lightning,Columbus Blue Jackets,2021-04-01,Planned,NHL
Winnipeg Jets,Toronto Maple Leafs,2021-04-02,Planned,NHL
New Jersey Devils,Washington Capitals,2021-04-02,Planned,NHL
Los Angeles Kings,San Jose Sharks,2021-04-02,Planned,NHL
Edmonton Oilers,Calgary Flames,2021-04-02,Planned,NHL
Anaheim Ducks,Arizona Coyotes,2021-04-02,Planned,NHL
Montreal Canadiens,Ottawa Senators,2021-04-03,Planned,NHL
Boston Bruins,Pittsburgh Penguins,2021-04-03,Planned,NHL
Los Angeles Kings,San Jose Sharks,2021-04-03,Planned,NHL
Colorado Avalanche,St. Louis Blues,2021-04-03,Planned,NHL
Buffalo Sabres,New York Rangers,2021-04-03,Planned,NHL
Carolina Hurricanes,Dallas Stars,2021-04-03,Planned,NHL
Vegas Golden Knights,Minnesota Wild,2021-04-03,Planned,NHL
Florida Panthers,Columbus Blue Jackets,2021-04-03,Planned,NHL
Nashville Predators,Chicago Blackhawks,2021-04-03,Planned,NHL
New York Islanders,Philadelphia Flyers,2021-04-03,Planned,NHL
Tampa Bay Lightning,Detroit Red Wings,2021-04-03,Planned,NHL
Carolina Hurricanes,Dallas Stars,2021-04-04,Planned,NHL
Calgary Flames,Toronto Maple Leafs,2021-04-04,Planned,NHL
Florida Panthers,Columbus Blue Jackets,2021-04-04,Planned,NHL
Tampa Bay Lightning,Detroit Red Wings,2021-04-04,Planned,NHL
Nashville Predators,Chicago Blackhawks,2021-04-04,Planned,NHL
Winnipeg Jets,Vancouver Canucks,2021-04-04,Planned,NHL
New Jersey Devils,Washington Capitals,2021-04-04,Planned,NHL
Anaheim Ducks,Arizona Coyotes,2021-04-04,Planned,NHL
Calgary Flames,Toronto Maple Leafs,2021-04-05,Planned,NHL
St. Louis Blues,Vegas Golden Knights,2021-04-05,Planned,NHL
Montreal Canadiens,Edmonton Oilers,2021-04-05,Planned,NHL
Minnesota Wild,Colorado Avalanche,2021-04-05,Planned,NHL
Los Angeles Kings,Arizona Coyotes,2021-04-05,Planned,NHL
Philadelphia Flyers,Boston Bruins,2021-04-05,Planned,NHL
Winnipeg Jets,Vancouver Canucks,2021-04-06,Planned,NHL
San Jose Sharks,Anaheim Ducks,2021-04-06,Planned,NHL
New York Rangers,Pittsburgh Penguins,2021-04-06,Planned,NHL
New York Islanders,Washington Capitals,2021-04-06,Planned,NHL
New Jersey Devils,Buffalo Sabres,2021-04-06,Planned,NHL
Detroit Red Wings,Nashville Predators,2021-04-06,Planned,NHL
Columbus Blue Jackets,Tampa Bay Lightning,2021-04-06,Planned,NHL
Carolina Hurricanes,Florida Panthers,2021-04-06,Planned,NHL
Philadelphia Flyers,Boston Bruins,2021-04-06,Planned,NHL
Chicago Blackhawks,Dallas Stars,2021-04-06,Planned,NHL
Minnesota Wild,Colorado Avalanche,2021-04-07,Planned,NHL
Los Angeles Kings,Arizona Coyotes,2021-04-07,Planned,NHL
Ottawa Senators,Edmonton Oilers,2021-04-07,Planned,NHL
St. Louis Blues,Vegas Golden Knights,2021-04-07,Planned,NHL
Toronto Maple Leafs,Montreal Canadiens,2021-04-07,Planned,NHL
New York Islanders,Philadelphia Flyers,2021-04-08,Planned,NHL
Buffalo Sabres,New Jersey Devils,2021-04-08,Planned,NHL
Carolina Hurricanes,Florida Panthers,2021-04-08,Planned,NHL
Chicago Blackhawks,Dallas Stars,2021-04-08,Planned,NHL
Detroit Red Wings,Nashville Predators,2021-04-08,Planned,NHL
Montreal Canadiens,Winnipeg Jets,2021-04-08,Planned,NHL
Washington Capitals,Boston Bruins,2021-04-08,Planned,NHL
Columbus Blue Jackets,Tampa Bay Lightning,2021-04-08,Planned,NHL
New York Rangers,Pittsburgh Penguins,2021-04-08,Planned,NHL
Ottawa Senators,Edmonton Oilers,2021-04-08,Planned,NHL
Vegas Golden Knights,Arizona Coyotes,2021-04-09,Planned,NHL
St. Louis Blues,Minnesota Wild,2021-04-09,Planned,NHL
San Jose Sharks,Los Angeles Kings,2021-04-09,Planned,NHL
New York Islanders,New York Rangers,2021-04-09,Planned,NHL
Buffalo Sabres,New Jersey Devils,2021-04-09,Planned,NHL
Anaheim Ducks,Colorado Avalanche,2021-04-09,Planned,NHL
Nashville Predators,Tampa Bay Lightning,2021-04-10,Planned,NHL
Dallas Stars,Florida Panthers,2021-04-10,Planned,NHL
San Jose Sharks,Los Angeles Kings,2021-04-10,Planned,NHL
Calgary Flames,Edmonton Oilers,2021-04-10,Planned,NHL
Toronto Maple Leafs,Ottawa Senators,2021-04-10,Planned,NHL
Columbus Blue Jackets,Chicago Blackhawks,2021-04-10,Planned,NHL
Carolina Hurricanes,Detroit Red Wings,2021-04-10,Planned,NHL
Montreal Canadiens,Winnipeg Jets,2021-04-10,Planned,NHL
Vegas Golden Knights,Arizona Coyotes,2021-04-11,Planned,NHL
New Jersey Devils,Pittsburgh Penguins,2021-04-11,Planned,NHL
New York Islanders,New York Rangers,2021-04-11,Planned,NHL
Boston Bruins,Washington Capitals,2021-04-11,Planned,NHL
Anaheim Ducks,Colorado Avalanche,2021-04-11,Planned,NHL
St. Louis Blues,Minnesota Wild,2021-04-11,Planned,NHL
Philadelphia Flyers,Buffalo Sabres,2021-04-11,Planned,NHL
Ottawa Senators,Winnipeg Jets,2021-04-12,Planned,NHL
Edmonton Oilers,Vancouver Canucks,2021-04-12,Planned,NHL
Carolina Hurricanes,Detroit Red Wings,2021-04-12,Planned,NHL
Montreal Canadiens,Toronto Maple Leafs,2021-04-12,Planned,NHL
Columbus Blue Jackets,Chicago Blackhawks,2021-04-12,Planned,NHL
San Jose Sharks,Anaheim Ducks,2021-04-12,Planned,NHL
Los Angeles Kings,Vegas Golden Knights,2021-04-12,Planned,NHL
Nashville Predators,Tampa Bay Lightning,2021-04-12,Planned,NHL
Dallas Stars,Florida Panthers,2021-04-13,Planned,NHL
New Jersey Devils,New York Rangers,2021-04-13,Planned,NHL
Washington Capitals,Buffalo Sabres,2021-04-13,Planned,NHL
Toronto Maple Leafs,Calgary Flames,2021-04-13,Planned,NHL
Pittsburgh Penguins,Philadelphia Flyers,2021-04-13,Planned,NHL
Montreal Canadiens,Calgary Flames,2021-04-14,Planned,NHL
Ottawa Senators,Winnipeg Jets,2021-04-14,Planned,NHL
San Jose Sharks,Anaheim Ducks,2021-04-14,Planned,NHL
Boston Bruins,New York Islanders,2021-04-14,Planned,NHL
Los Angeles Kings,Vegas Golden Knights,2021-04-14,Planned,NHL
New York Rangers,New Jersey Devils,2021-04-15,Planned,NHL
